path,archetype
ArtemisArt/vigee-le-brun - elisabeth-vigee-le-brun_1755/vigee-le-brun_36.jpg,14
ArtemisArt/vigee-le-brun - elisabeth-vigee-le-brun_1755/vigee-le-brun_8.jpg,14
ArtemisArt/vignon - claude-vignon_1593/vignon_15.jpg,14
ArtemisArt/vignon - claude-vignon_1593/vignon_8.jpg,14
ArtemisArt/villon - gaston-duchamp-dit-jacques-villon_1875/villon_7.jpg,14
ArtemisArt/vivarini - antonio-vivarini-dit-da-murano_1415/vivarini_2.jpg,13
ArtemisArt/vlaminck - maurice-de-vlaminck_1876/vlaminck_1.jpg,9
ArtemisArt/voet - jacob-ferdinand-voet_1639/voet_1.jpg,10
ArtemisArt/voet - jacob-ferdinand-voet_1639/voet_9.jpg,14
ArtemisArt/vouet-s - simon-vouet_1590/vouet-s_16.jpg,12
ArtemisArt/vouet-s - simon-vouet_1590/vouet-s_23.jpg,12
ArtemisArt/vouet-s - simon-vouet_1590/vouet-s_30.jpg,14
ArtemisArt/vouet-s - simon-vouet_1590/vouet-s_4.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_11.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_19.jpg,10
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_26.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_33.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_40.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_48.jpg,14
ArtemisArt/vuillard - edouard-vuillard_1868/vuillard_55.jpg,14
ArtemisArt/warhol - andy-warhol_1928/warhol_11.jpg,14
ArtemisArt/warhol - andy-warhol_1928/warhol_19.jpg,11
ArtemisArt/warhol - andy-warhol_1928/warhol_26.jpg,14
ArtemisArt/warhol - andy-warhol_1928/warhol_7.jpg,0
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_14.jpg,14
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_21.jpg,14
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_29.jpg,14
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_36.jpg,5
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_43.jpg,14
ArtemisArt/watteau-a - jean-antoine-watteau_1684/watteau-a_9.jpg,14
ArtemisArt/watts - georges-frederic-watts_1817/watts_6.jpg,10
ArtemisArt/weenix - jan-weenix_1642/weenix_5.jpg,14
ArtemisArt/whistler - james-whistler_1834/whistler_13.jpg,14
ArtemisArt/whistler - james-whistler_1834/whistler_20.jpg,14
ArtemisArt/whistler - james-whistler_1834/whistler_28.jpg,14
ArtemisArt/whistler - james-whistler_1834/whistler_35.jpg,14
ArtemisArt/whistler - james-whistler_1834/whistler_7.jpg,14
ArtemisArt/winterhalter - franz-xaver-winterhalter_1805/winterhalter_4.jpg,14
ArtemisArt/wouwerman - philips-wouwerman_1619/wouwerman_11.jpg,9
ArtemisArt/wouwerman - philips-wouwerman_1619/wouwerman_6.jpg,10
ArtemisArt/xie - xie-lei_1983/xie_5.jpg,3
ArtemisArt/yan - yan-pei-ming_1960/yan_13.jpg,14
ArtemisArt/yan - yan-pei-ming_1960/yan_20.jpg,4
ArtemisArt/yan - yan-pei-ming_1960/yan_8.jpg,14
ArtemisArt/zao - zao-wou-ki_1920/zao_15.jpg,14
ArtemisArt/zao - zao-wou-ki_1920/zao_22.jpg,13
ArtemisArt/zao - zao-wou-ki_1920/zao_3.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_10.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_18.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_25.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_32.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_4.jpg,14
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_47.jpg,10
ArtemisArt/zurbaran - francisco-de-zurbaran_1618/zurbaran_9.jpg,14
